customer_id,lat,long,state,cluster,customer_category,geometry,nearest_coastline,distance_to_coastline
689,-37.713299,145.158579,VIC,1,Silver,POINT (145.158579 -37.713299),POINT (143.87669372558594 -9.145400047302246),28.596644565898092
690,-27.733991,153.204523,QLD,1,Silver,POINT (153.204523 -27.733991),POINT (143.87669372558594 -9.145400047302246),20.79769488619671
691,-34.595027,150.410978,NSW,2,Gold,POINT (150.410978 -34.595027),POINT (143.87669372558594 -9.145400047302246),26.275090542381296
692,-33.835883,150.976594,NSW,2,Gold,POINT (150.976594 -33.835883),POINT (143.87669372558594 -9.145400047302246),25.691020461322346
693,-27.612178,153.009526,QLD,1,Silver,POINT (153.009526 -27.612178),POINT (143.87669372558594 -9.145400047302246),20.601711416938713
694,-33.903892,151.206316,NSW,1,Silver,POINT (151.206316 -33.903892),POINT (143.87669372558594 -9.145400047302246),25.820656197265514
695,-33.871341,150.671487,NSW,2,Gold,POINT (150.671487 -33.871341),POINT (143.87669372558594 -9.145400047302246),25.642569520980512
696,-33.7054643,150.9054927,NSW,1,Silver,POINT (150.9054927 -33.7054643),POINT (143.87669372558594 -9.145400047302246),25.54605196736604
697,-27.967005,153.365576,QLD,1,Silver,POINT (153.365576 -27.967005),POINT (143.87669372558594 -9.145400047302246),21.078228099465715
698,-38.037026,145.304198,VIC,1,Silver,POINT (145.304198 -38.037026),POINT (143.87669372558594 -9.145400047302246),28.926870184035963
699,-33.756443,150.810246,NSW,1,Silver,POINT (150.810246 -33.756443),POINT (143.87669372558594 -9.145400047302246),25.569074726347964
700,-32.819819,151.65415,NSW,2,Gold,POINT (151.65415 -32.819819),POINT (143.87669372558594 -9.145400047302246),24.919208230766024
701,-26.505863,152.803089,QLD,1,Silver,POINT (152.803089 -26.505863),POINT (143.87669372558594 -9.145400047302246),19.520917153839697
702,-33.797127,151.04218,NSW,1,Silver,POINT (151.04218 -33.797127),POINT (143.87669372558594 -9.145400047302246),25.67200489442111
703,-33.019117,151.57181,NSW,2,Gold,POINT (151.57181 -33.019117),POINT (143.87669372558594 -9.145400047302246),25.08324491795829
704,-34.30254366,150.5152938,NSW,2,Gold,POINT (150.5152938 -34.30254366),POINT (143.87669372558594 -9.145400047302246),26.018318271900466
705,-34.114626,151.027919,NSW,1,Silver,POINT (151.027919 -34.114626),POINT (143.87669372558594 -9.145400047302246),25.973106622086885
706,-36.31227,142.968057,VIC,2,Gold,POINT (142.968057 -36.31227),POINT (143.8740997314453 -9.145500183105469),27.181874396651466
707,-37.807101,144.907953,VIC,1,Silver,POINT (144.907953 -37.807101),POINT (143.8740997314453 -9.145500183105469),28.680240828276016
708,-36.78137,144.457937,VIC,3,Bronze,POINT (144.457937 -36.78137),POINT (143.8740997314453 -9.145500183105469),27.642036221893925
709,-37.779876,145.282396,VIC,3,Bronze,POINT (145.282396 -37.779876),POINT (143.87669372558594 -9.145400047302246),28.668959031850438
710,-33.604022,150.646053,NSW,2,Gold,POINT (150.646053 -33.604022),POINT (143.87669372558594 -9.145400047302246),25.37810892897822
711,-37.73919,145.115208,VIC,1,Silver,POINT (145.115208 -37.73919),POINT (143.87669372558594 -9.145400047302246),28.620599949458196
712,-34.061753,151.064329,NSW,2,Gold,POINT (151.064329 -34.061753),POINT (143.87669372558594 -9.145400047302246),25.93234939802816
713,-37.78272,144.770641,VIC,3,Bronze,POINT (144.770641 -37.78272),POINT (143.8740997314453 -9.145500183105469),28.65125032328185
714,-33.731651,150.955942,NSW,2,Gold,POINT (150.955942 -33.731651),POINT (143.87669372558594 -9.145400047302246),25.58514201719087
715,-33.872014,150.88526,NSW,3,Bronze,POINT (150.88526 -33.872014),POINT (143.87669372558594 -9.145400047302246),25.700689461347167
716,-32.880319,151.73862,NSW,1,Silver,POINT (151.73862 -32.880319),POINT (143.87669372558594 -9.145400047302246),25.00312505338989
717,-34.055155,150.756493,NSW,1,Silver,POINT (150.756493 -34.055155),POINT (143.87669372558594 -9.145400047302246),25.842359216210866
718,-28.008783,153.412197,QLD,1,Silver,POINT (153.412197 -28.008783),POINT (143.87669372558594 -9.145400047302246),21.13653328047174
719,-26.659559,152.010432,QLD,2,Gold,POINT (152.010432 -26.659559),POINT (143.87669372558594 -9.145400047302246),19.310708483559875
720,-33.891041,151.268968,NSW,2,Gold,POINT (151.268968 -33.891041),POINT (143.87669372558594 -9.145400047302246),25.82619726378617
721,-37.966218,145.17877,VIC,2,Gold,POINT (145.17877 -37.966218),POINT (143.87669372558594 -9.145400047302246),28.85021577193032
722,-33.692534,150.587962,NSW,1,Silver,POINT (150.587962 -33.692534),POINT (143.87669372558594 -9.145400047302246),25.44804328711431
723,-33.905586,151.023171,NSW,2,Gold,POINT (151.023171 -33.905586),POINT (143.87669372558594 -9.145400047302246),25.77089338470608
724,-33.901925,151.053858,NSW,2,Gold,POINT (151.053858 -33.901925),POINT (143.87669372558594 -9.145400047302246),25.775903762147156
725,-28.127323,153.45837,QLD,2,Gold,POINT (153.45837 -28.127323),POINT (143.87669372558594 -9.145400047302246),21.263158730767714
726,-33.810388,150.850764,NSW,1,Silver,POINT (150.850764 -33.810388),POINT (143.87669372558594 -9.145400047302246),25.6319973255927
727,-36.78137,144.457937,VIC,1,Silver,POINT (144.457937 -36.78137),POINT (143.8740997314453 -9.145500183105469),27.642036221893925
728,-37.56762,144.728973,VIC,2,Gold,POINT (144.728973 -37.56762),POINT (143.8740997314453 -9.145500183105469),28.434973240557095
729,-37.914383,145.168834,VIC,2,Gold,POINT (145.168834 -37.914383),POINT (143.87669372558594 -9.145400047302246),28.79798615565639
730,-37.869072,144.999026,VIC,1,Silver,POINT (144.999026 -37.869072),POINT (143.87669372558594 -9.145400047302246),28.745590273646968
731,-33.79382308,150.9751544,NSW,1,Silver,POINT (150.9751544 -33.79382308),POINT (143.87669372558594 -9.145400047302246),25.650202766158174
732,-33.73238,151.000948,NSW,1,Silver,POINT (151.000948 -33.73238),POINT (143.87669372558594 -9.145400047302246),25.598331628464933
733,-33.921018,151.089663,NSW,2,Gold,POINT (151.089663 -33.921018),POINT (143.87669372558594 -9.145400047302246),25.804227767784106
734,-33.79382308,150.9751544,NSW,1,Silver,POINT (150.9751544 -33.79382308),POINT (143.87669372558594 -9.145400047302246),25.650202766158174
735,-32.983963,151.707801,NSW,1,Silver,POINT (151.707801 -32.983963),POINT (143.87669372558594 -9.145400047302246),25.091897592512105
736,-37.712474,145.005955,VIC,2,Gold,POINT (145.005955 -37.712474),POINT (143.87669372558594 -9.145400047302246),28.58938518479881
737,-19.323109,146.840325,QLD,2,Gold,POINT (146.840325 -19.323109),POINT (143.87669372558594 -9.145400047302246),10.60041838120124
738,-27.470078,153.045194,QLD,2,Gold,POINT (153.045194 -27.470078),POINT (143.87669372558594 -9.145400047302246),20.490368941334808
739,-37.956585,145.013472,VIC,2,Gold,POINT (145.013472 -37.956585),POINT (143.87669372558594 -9.145400047302246),28.833602675068843
740,-19.227783,146.764659,QLD,1,Silver,POINT (146.764659 -19.227783),POINT (143.87669372558594 -9.145400047302246),10.487840074632704
741,-27.526966,153.053952,QLD,3,Bronze,POINT (153.053952 -27.526966),POINT (143.87669372558594 -9.145400047302246),20.545170632260003
742,-33.766409,151.257781,NSW,1,Silver,POINT (151.257781 -33.766409),POINT (143.87669372558594 -9.145400047302246),25.70358985047303
743,-33.914832,151.239167,NSW,1,Silver,POINT (151.239167 -33.914832),POINT (143.87669372558594 -9.145400047302246),25.840487069244375
744,-37.794054,145.186334,VIC,1,Silver,POINT (145.186334 -37.794054),POINT (143.87669372558594 -9.145400047302246),28.67857267978642
745,-27.627522,152.753696,QLD,1,Silver,POINT (152.753696 -27.627522),POINT (143.87669372558594 -9.145400047302246),20.503414380398805
746,-37.819364,145.313346,VIC,1,Silver,POINT (145.313346 -37.819364),POINT (143.87669372558594 -9.145400047302246),28.70993170521639
747,-34.05494,151.120091,NSW,1,Silver,POINT (151.120091 -34.05494),POINT (143.87669372558594 -9.145400047302246),25.9413180993186
748,-33.872014,150.88526,NSW,2,Gold,POINT (150.88526 -33.872014),POINT (143.87669372558594 -9.145400047302246),25.700689461347167
749,-37.790974,144.98622,VIC,1,Silver,POINT (144.98622 -37.790974),POINT (143.87669372558594 -9.145400047302246),28.667053487114632
750,-33.285097,151.556223,NSW,2,Gold,POINT (151.556223 -33.285097),POINT (143.87669372558594 -9.145400047302246),25.331800939622664
751,-33.797127,151.04218,NSW,3,Bronze,POINT (151.04218 -33.797127),POINT (143.87669372558594 -9.145400047302246),25.67200489442111
752,-27.673806,153.027323,QLD,2,Gold,POINT (153.027323 -27.673806),POINT (143.87669372558594 -9.145400047302246),20.664845590173886
753,-34.231083,148.10732,NSW,2,Gold,POINT (148.10732 -34.231083),POINT (143.87669372558594 -9.145400047302246),25.439923110674552
754,-38.224191,147.106181,VIC,3,Bronze,POINT (147.106181 -38.224191),POINT (143.87669372558594 -9.145400047302246),29.25757459746619
755,-35.671272,150.125945,NSW,3,Bronze,POINT (150.125945 -35.671272),POINT (143.87669372558594 -9.145400047302246),27.252064588608388
756,-37.596078,145.005578,VIC,1,Silver,POINT (145.005578 -37.596078),POINT (143.87669372558594 -9.145400047302246),28.473065442153246
757,-27.248337,153.088498,QLD,1,Silver,POINT (153.088498 -27.248337),POINT (143.87669372558594 -9.145400047302246),20.311909420422857
758,-33.901198,150.998155,NSW,1,Silver,POINT (150.998155 -33.901198),POINT (143.87669372558594 -9.145400047302246),25.759750444400144
759,-34.04984,151.085005,NSW,2,Gold,POINT (151.085005 -34.04984),POINT (143.87669372558594 -9.145400047302246),25.926644225321045
760,-34.863483,150.61644,NSW,2,Gold,POINT (150.61644 -34.863483),POINT (143.87669372558594 -9.145400047302246),26.586537394051927
761,-32.917776,151.754696,NSW,3,Bronze,POINT (151.754696 -32.917776),POINT (143.87669372558594 -9.145400047302246),25.043737306402086
762,-34.194216,150.768408,NSW,1,Silver,POINT (150.768408 -34.194216),POINT (143.87669372558594 -9.145400047302246),25.979586337589904
763,-33.885382,151.021934,NSW,1,Silver,POINT (151.021934 -33.885382),POINT (143.87669372558594 -9.145400047302246),25.751139112647408
764,-27.627522,152.753696,QLD,1,Silver,POINT (152.753696 -27.627522),POINT (143.87669372558594 -9.145400047302246),20.503414380398805
765,-36.380853,145.403176,VIC,2,Gold,POINT (145.403176 -36.380853),POINT (143.87669372558594 -9.145400047302246),27.27819725848307
766,-33.844153,150.875028,NSW,1,Silver,POINT (150.875028 -33.844153),POINT (143.87669372558594 -9.145400047302246),25.67109425082683
767,-33.783751,150.900547,NSW,1,Silver,POINT (150.900547 -33.783751),POINT (143.87669372558594 -9.145400047302246),25.619969798748777
768,-33.82252,150.781767,NSW,2,Gold,POINT (150.781767 -33.82252),POINT (143.87669372558594 -9.145400047302246),25.624993387020822
769,-33.814463,151.006506,NSW,2,Gold,POINT (151.006506 -33.814463),POINT (143.87669372558594 -9.145400047302246),25.678724462724983
770,-37.823303,145.001788,VIC,2,Gold,POINT (145.001788 -37.823303),POINT (143.87669372558594 -9.145400047302246),28.69996437089548
771,-27.576308,151.852689,QLD,3,Bronze,POINT (151.852689 -27.576308),POINT (143.87669372558594 -9.145400047302246),20.082700729192098
772,-34.055155,150.756493,NSW,2,Gold,POINT (150.756493 -34.055155),POINT (143.87669372558594 -9.145400047302246),25.842359216210866
773,-27.627522,152.753696,QLD,2,Gold,POINT (152.753696 -27.627522),POINT (143.87669372558594 -9.145400047302246),20.503414380398805
774,-37.869072,144.999026,VIC,3,Bronze,POINT (144.999026 -37.869072),POINT (143.87669372558594 -9.145400047302246),28.745590273646968
775,-27.576308,151.852689,QLD,1,Silver,POINT (151.852689 -27.576308),POINT (143.87669372558594 -9.145400047302246),20.082700729192098
776,-17.025592,145.730423,QLD,2,Gold,POINT (145.730423 -17.025592),POINT (143.87669372558594 -9.145400047302246),8.095291065439348
777,-33.79382308,150.9751544,NSW,1,Silver,POINT (150.9751544 -33.79382308),POINT (143.87669372558594 -9.145400047302246),25.650202766158174
778,-33.85749,151.103751,NSW,1,Silver,POINT (151.103751 -33.85749),POINT (143.87669372558594 -9.145400047302246),25.747189102460997
779,-33.79315,151.258069,NSW,1,Silver,POINT (151.258069 -33.79315),POINT (143.87669372558594 -9.145400047302246),25.729288343684196
780,-31.145898,151.762627,NSW,1,Silver,POINT (151.762627 -31.145898),POINT (143.87669372558594 -9.145400047302246),23.371132915953584
781,-33.901925,151.053858,NSW,3,Bronze,POINT (151.053858 -33.901925),POINT (143.87669372558594 -9.145400047302246),25.775903762147156
782,-27.248337,153.088498,QLD,1,Silver,POINT (153.088498 -27.248337),POINT (143.87669372558594 -9.145400047302246),20.311909420422857
783,-19.285821,146.754745,QLD,1,Silver,POINT (146.754745 -19.285821),POINT (143.87669372558594 -9.145400047302246),10.540935263821142
784,-38.092874,145.177905,VIC,3,Bronze,POINT (145.177905 -38.092874),POINT (143.87669372558594 -9.145400047302246),28.976704419632977
785,-32.987279,151.651275,NSW,1,Silver,POINT (151.651275 -32.987279),POINT (143.87669372558594 -9.145400047302246),25.077466099818814
786,-33.980264,151.071837,NSW,2,Gold,POINT (151.071837 -33.980264),POINT (143.87669372558594 -9.145400047302246),25.85615118861181
787,-32.931589,151.740716,NSW,2,Gold,POINT (151.740716 -32.931589),POINT (143.87669372558594 -9.145400047302246),25.0524575885465
788,-33.872483,151.044768,NSW,2,Gold,POINT (151.044768 -33.872483),POINT (143.87669372558594 -9.145400047302246),25.74509506980141
789,-33.724898,151.043941,NSW,2,Gold,POINT (151.043941 -33.724898),POINT (143.87669372558594 -9.145400047302246),25.60314732799991
790,-37.706578,144.927968,VIC,2,Gold,POINT (144.927968 -37.706578),POINT (143.8740997314453 -9.145500183105469),28.580514417871687
791,-37.814719,144.948039,VIC,3,Bronze,POINT (144.948039 -37.814719),POINT (143.8740997314453 -9.145500183105469),28.68932646688526
792,-32.24224,148.657282,NSW,1,Silver,POINT (148.657282 -32.24224),POINT (143.87669372558594 -9.145400047302246),23.586395232209618
793,-33.748914,151.279999,NSW,2,Gold,POINT (151.279999 -33.748914),POINT (143.87669372558594 -9.145400047302246),25.693225328999862
794,-33.325373,151.189243,NSW,2,Gold,POINT (151.189243 -33.325373),POINT (143.87669372558594 -9.145400047302246),25.26152150769879
795,-33.93771581,150.8487366,NSW,1,Silver,POINT (150.8487366 -33.93771581),POINT (143.87669372558594 -9.145400047302246),25.75399585928326
796,-37.643598,145.022137,VIC,2,Gold,POINT (145.022137 -37.643598),POINT (143.87669372558594 -9.145400047302246),28.52120836931785
797,-33.691922,151.097508,NSW,1,Silver,POINT (151.097508 -33.691922),POINT (143.87669372558594 -9.145400047302246),25.5865569930746
798,-37.917932,145.292895,VIC,1,Silver,POINT (145.292895 -37.917932),POINT (143.87669372558594 -9.145400047302246),28.807364006772037
800,-16.230854,145.299094,QLD,1,Silver,POINT (145.299094 -16.230854),POINT (143.87669372558594 -9.145400047302246),7.226816744352483
801,-26.91784,152.760081,QLD,3,Bronze,POINT (152.760081 -26.91784),POINT (143.87669372558594 -9.145400047302246),19.86892526885814
802,-27.932207,153.279483,QLD,1,Silver,POINT (153.279483 -27.932207),POINT (143.87669372558594 -9.145400047302246),21.008487846986245
803,-26.828067,153.088435,QLD,1,Silver,POINT (153.088435 -26.828067),POINT (143.87669372558594 -9.145400047302246),19.938226798458608
804,-27.36618,153.175242,QLD,1,Silver,POINT (153.175242 -27.36618),POINT (143.87669372558594 -9.145400047302246),20.456290526296332
805,-33.557893,150.72802,NSW,3,Bronze,POINT (150.72802 -33.557893),POINT (143.87669372558594 -9.145400047302246),25.355679519271295
806,-33.77972161,150.8651828,NSW,1,Silver,POINT (150.8651828 -33.77972161),POINT (143.87669372558594 -9.145400047302246),25.606420647907832
807,-32.987279,151.651275,NSW,1,Silver,POINT (151.651275 -32.987279),POINT (143.87669372558594 -9.145400047302246),25.077466099818814
808,-38.04658,145.472514,VIC,3,Bronze,POINT (145.472514 -38.04658),POINT (143.87669372558594 -9.145400047302246),28.945204179733288
809,-33.85749,151.103751,NSW,1,Silver,POINT (151.103751 -33.85749),POINT (143.87669372558594 -9.145400047302246),25.747189102460997
810,-34.074239,150.919554,NSW,1,Silver,POINT (150.919554 -34.074239),POINT (143.87669372558594 -9.145400047302246),25.90461141137733
811,-33.782501,150.996388,NSW,3,Bronze,POINT (150.996388 -33.782501),POINT (143.87669372558594 -9.145400047302246),25.64520988244286
812,-31.333592,151.138322,NSW,3,Bronze,POINT (151.138322 -31.333592),POINT (143.87669372558594 -9.145400047302246),23.34624396611864
813,-33.830687,151.243351,NSW,1,Silver,POINT (151.243351 -33.830687),POINT (143.87669372558594 -9.145400047302246),25.761037078031375
814,-38.037026,145.304198,VIC,1,Silver,POINT (145.304198 -38.037026),POINT (143.87669372558594 -9.145400047302246),28.926870184035963
815,-33.798378,151.17711,NSW,2,Gold,POINT (151.17711 -33.798378),POINT (143.87669372558594 -9.145400047302246),25.71119210997287
816,-33.791357,151.092072,NSW,1,Silver,POINT (151.092072 -33.791357),POINT (143.87669372558594 -9.145400047302246),25.680437647304945
817,-38.043995,145.264296,VIC,1,Silver,POINT (145.264296 -38.043995),POINT (143.87669372558594 -9.145400047302246),28.93188950469788
818,-33.798378,151.17711,NSW,1,Silver,POINT (151.17711 -33.798378),POINT (143.87669372558594 -9.145400047302246),25.71119210997287
819,-33.86051951,151.2015802,NSW,1,Silver,POINT (151.2015802 -33.86051951),POINT (143.87669372558594 -9.145400047302246),25.777724723459894
820,-33.878774,151.156819,NSW,2,Gold,POINT (151.156819 -33.878774),POINT (143.87669372558594 -9.145400047302246),25.78255245500628
821,-34.505411,150.766132,NSW,1,Silver,POINT (150.766132 -34.505411),POINT (143.87669372558594 -9.145400047302246),26.279165041110257
822,-38.016114,145.208504,VIC,3,Bronze,POINT (145.208504 -38.016114),POINT (143.87669372558594 -9.145400047302246),28.901415929769456
823,-33.656984,150.974528,NSW,2,Gold,POINT (150.974528 -33.656984),POINT (143.87669372558594 -9.145400047302246),25.51856185715012
824,-27.629474,153.142035,QLD,1,Silver,POINT (153.142035 -27.629474),POINT (143.87669372558594 -9.145400047302246),20.676255435164276
825,-33.818641,151.160912,NSW,1,Silver,POINT (151.160912 -33.818641),POINT (143.87669372558594 -9.145400047302246),25.72603068837455
826,-33.82252,150.781767,NSW,1,Silver,POINT (150.781767 -33.82252),POINT (143.87669372558594 -9.145400047302246),25.624993387020822
827,-27.456031,153.06036,QLD,2,Gold,POINT (153.06036 -27.456031),POINT (143.87669372558594 -9.145400047302246),20.484602317977846
828,-33.757296,151.130278,NSW,1,Silver,POINT (151.130278 -33.757296),POINT (143.87669372558594 -9.145400047302246),25.65852503969094
829,-38.13028025,144.2894883,VIC,2,Gold,POINT (144.2894883 -38.13028025),POINT (143.8740997314453 -9.145500183105469),28.987756435935715
830,-34.037692,151.101564,NSW,3,Bronze,POINT (151.101564 -34.037692),POINT (143.87669372558594 -9.145400047302246),25.919586206968145
831,-27.733991,153.204523,QLD,1,Silver,POINT (153.204523 -27.733991),POINT (143.87669372558594 -9.145400047302246),20.79769488619671
832,-27.652812,153.110764,QLD,2,Gold,POINT (153.110764 -27.652812),POINT (143.87669372558594 -9.145400047302246),20.683141710573782
833,-31.899311,152.503209,NSW,2,Gold,POINT (152.503209 -31.899311),POINT (143.87669372558594 -9.145400047302246),24.33428095142731
834,-38.162578,145.135961,VIC,1,Silver,POINT (145.135961 -38.162578),POINT (143.87669372558594 -9.145400047302246),29.044489501572222
835,-33.921018,151.089663,NSW,2,Gold,POINT (151.089663 -33.921018),POINT (143.87669372558594 -9.145400047302246),25.804227767784106
836,-27.932207,153.279483,QLD,1,Silver,POINT (153.279483 -27.932207),POINT (143.87669372558594 -9.145400047302246),21.008487846986245
837,-32.983963,151.707801,NSW,3,Bronze,POINT (151.707801 -32.983963),POINT (143.87669372558594 -9.145400047302246),25.091897592512105
838,-27.576308,151.852689,QLD,1,Silver,POINT (151.852689 -27.576308),POINT (143.87669372558594 -9.145400047302246),20.082700729192098
840,-26.706834,150.545144,QLD,1,Silver,POINT (150.545144 -26.706834),POINT (143.87669372558594 -9.145400047302246),18.78489264109056
841,-37.925371,145.013593,VIC,2,Gold,POINT (145.013593 -37.925371),POINT (143.87669372558594 -9.145400047302246),28.80241774570825
842,-37.875066,144.777165,VIC,1,Silver,POINT (144.777165 -37.875066),POINT (143.8740997314453 -9.145500183105469),28.74375547673867
843,-33.892738,150.92937,NSW,1,Silver,POINT (150.92937 -33.892738),POINT (143.87669372558594 -9.145400047302246),25.73268307768776
844,-34.321422,145.914625,NSW,2,Gold,POINT (145.914625 -34.321422),POINT (143.87669372558594 -9.145400047302246),25.25836980570904
845,-34.583539,150.754592,NSW,1,Silver,POINT (150.754592 -34.583539),POINT (143.87669372558594 -9.145400047302246),26.35155399686984
846,-33.766075,150.935836,NSW,1,Silver,POINT (150.935836 -33.766075),POINT (143.87669372558594 -9.145400047302246),25.612675080452224
847,-33.872483,151.044768,NSW,3,Bronze,POINT (151.044768 -33.872483),POINT (143.87669372558594 -9.145400047302246),25.74509506980141
848,-27.967134,153.397952,QLD,3,Bronze,POINT (153.397952 -27.967134),POINT (143.87669372558594 -9.145400047302246),21.092937872999904
849,-23.354937,150.557538,QLD,2,Gold,POINT (150.557538 -23.354937),POINT (143.87669372558594 -9.145400047302246),15.701739414123967
850,-33.887203,150.979458,NSW,2,Gold,POINT (150.979458 -33.887203),POINT (143.87669372558594 -9.145400047302246),25.741135827465264
851,-28.084952,153.434406,QLD,1,Silver,POINT (153.434406 -28.084952),POINT (143.87669372558594 -9.145400047302246),21.214534925126745
853,-35.07459,147.376202,NSW,2,Gold,POINT (147.376202 -35.07459),POINT (143.87669372558594 -9.145400047302246),26.164278124300978
854,-37.79119,144.923403,VIC,1,Silver,POINT (144.923403 -37.79119),POINT (143.8740997314453 -9.145500183105469),28.664901577279743
855,-26.627339,150.205114,QLD,1,Silver,POINT (150.205114 -26.627339),POINT (143.87669372558594 -9.145400047302246),18.592124480958763
856,-37.814506,145.532666,VIC,1,Silver,POINT (145.532666 -37.814506),POINT (143.87669372558594 -9.145400047302246),28.716891898334648
857,-27.543316,153.088155,QLD,1,Silver,POINT (153.088155 -27.543316),POINT (143.87669372558594 -9.145400047302246),20.575090041420488
858,-27.393676,152.92424,QLD,1,Silver,POINT (152.92424 -27.393676),POINT (143.87669372558594 -9.145400047302246),20.368055106795808
859,-33.814463,151.006506,NSW,1,Silver,POINT (151.006506 -33.814463),POINT (143.87669372558594 -9.145400047302246),25.678724462724983
860,-27.21066448,153.0900858,QLD,1,Silver,POINT (153.0900858 -27.21066448),POINT (143.87669372558594 -9.145400047302246),20.27906241768022
861,-38.05354,145.231114,VIC,1,Silver,POINT (145.231114 -38.05354),POINT (143.87669372558594 -9.145400047302246),28.939851585737333
862,-37.867864,145.092946,VIC,1,Silver,POINT (145.092946 -37.867864),POINT (143.87669372558594 -9.145400047302246),28.7482035109855
863,-36.461381,144.976813,VIC,1,Silver,POINT (144.976813 -36.461381),POINT (143.87669372558594 -9.145400047302246),27.338124987388657
864,-27.543316,153.088155,QLD,2,Gold,POINT (153.088155 -27.543316),POINT (143.87669372558594 -9.145400047302246),20.575090041420488
865,-27.663074,151.550271,QLD,2,Gold,POINT (151.550271 -27.663074),POINT (143.87669372558594 -9.145400047302246),20.04465107715335
866,-33.955393,151.148204,NSW,1,Silver,POINT (151.148204 -33.955393),POINT (143.87669372558594 -9.145400047302246),25.85363827363223
867,-37.840867,145.068191,VIC,3,Bronze,POINT (145.068191 -37.840867),POINT (143.87669372558594 -9.145400047302246),28.720193059732473
868,-33.737863,150.922732,NSW,2,Gold,POINT (150.922732 -33.737863),POINT (143.87669372558594 -9.145400047302246),25.581944598570285
870,-33.604022,150.646053,NSW,2,Gold,POINT (150.646053 -33.604022),POINT (143.87669372558594 -9.145400047302246),25.37810892897822
871,-33.929096,151.252171,NSW,2,Gold,POINT (151.252171 -33.929096),POINT (143.87669372558594 -9.145400047302246),25.857866309909745
872,-35.07459,147.376202,NSW,3,Bronze,POINT (147.376202 -35.07459),POINT (143.87669372558594 -9.145400047302246),26.164278124300978
873,-32.892577,151.65807,NSW,1,Silver,POINT (151.65807 -32.892577),POINT (143.87669372558594 -9.145400047302246),24.989562420073582
874,-33.884119,151.212262,NSW,2,Gold,POINT (151.212262 -33.884119),POINT (143.87669372558594 -9.145400047302246),25.803386935229206
875,-37.761235,144.86194,VIC,2,Gold,POINT (144.86194 -37.761235),POINT (143.8740997314453 -9.145500183105469),28.63278029648899
876,-33.930089,151.057799,NSW,1,Silver,POINT (151.057799 -33.930089),POINT (143.87669372558594 -9.145400047302246),25.804051609082546
877,-33.895053,150.879379,NSW,2,Gold,POINT (150.879379 -33.895053),POINT (143.87669372558594 -9.145400047302246),25.721254291567433
878,-20.465423,148.516317,QLD,1,Silver,POINT (148.516317 -20.465423),POINT (143.87669372558594 -9.145400047302246),12.233929204392535
879,-33.996587,151.132495,NSW,1,Silver,POINT (151.132495 -33.996587),POINT (143.87669372558594 -9.145400047302246),25.888764842914462
880,-34.021938,151.004412,NSW,1,Silver,POINT (151.004412 -34.021938),POINT (143.87669372558594 -9.145400047302246),25.87752902252122
881,-19.286635,146.787716,QLD,3,Bronze,POINT (146.787716 -19.286635),POINT (143.87669372558594 -9.145400047302246),10.550767604679452
882,-33.828361,151.192212,NSW,1,Silver,POINT (151.192212 -33.828361),POINT (143.87669372558594 -9.145400047302246),25.74422981981959
884,-37.956585,145.013472,VIC,1,Silver,POINT (145.013472 -37.956585),POINT (143.87669372558594 -9.145400047302246),28.833602675068843
885,-16.923761,145.742303,QLD,1,Silver,POINT (145.742303 -16.923761),POINT (143.87669372558594 -9.145400047302246),7.998962249894221
886,-33.828361,151.192212,NSW,2,Gold,POINT (151.192212 -33.828361),POINT (143.87669372558594 -9.145400047302246),25.74422981981959
887,-32.24224,148.657282,NSW,2,Gold,POINT (148.657282 -32.24224),POINT (143.87669372558594 -9.145400047302246),23.586395232209618
888,-23.68492,148.187851,QLD,1,Silver,POINT (148.187851 -23.68492),POINT (143.87669372558594 -9.145400047302246),15.165214060461837
889,-28.110164,153.318916,QLD,1,Silver,POINT (153.318916 -28.110164),POINT (143.87669372558594 -9.145400047302246),21.1853211743647
890,-33.891041,151.268968,NSW,3,Bronze,POINT (151.268968 -33.891041),POINT (143.87669372558594 -9.145400047302246),25.82619726378617
891,-37.840867,145.068191,VIC,1,Silver,POINT (145.068191 -37.840867),POINT (143.87669372558594 -9.145400047302246),28.720193059732473
893,-33.783751,150.900547,NSW,2,Gold,POINT (150.900547 -33.783751),POINT (143.87669372558594 -9.145400047302246),25.619969798748777
894,-33.872435,150.947496,NSW,2,Gold,POINT (150.947496 -33.872435),POINT (143.87669372558594 -9.145400047302246),25.71813567029686
895,-33.466271,150.88744,NSW,1,Silver,POINT (150.88744 -33.466271),POINT (143.87669372558594 -9.145400047302246),25.311170008950356
896,-33.77972161,150.8651828,NSW,1,Silver,POINT (150.8651828 -33.77972161),POINT (143.87669372558594 -9.145400047302246),25.606420647907832
897,-33.731651,150.955942,NSW,2,Gold,POINT (150.955942 -33.731651),POINT (143.87669372558594 -9.145400047302246),25.58514201719087
898,-33.783751,150.900547,NSW,3,Bronze,POINT (150.900547 -33.783751),POINT (143.87669372558594 -9.145400047302246),25.619969798748777
899,-28.215215,153.479217,NSW,1,Silver,POINT (153.479217 -28.215215),POINT (143.87669372558594 -9.145400047302246),21.351025632643477
900,-38.307545,144.299978,VIC,1,Silver,POINT (144.299978 -38.307545),POINT (143.8740997314453 -9.145500183105469),29.16515438330804
901,-27.077933,153.080799,QLD,1,Silver,POINT (153.080799 -27.077933),POINT (143.87669372558594 -9.145400047302246),20.15666867322296
