customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,customer_age,product_age,profit,recency,frequency,cluster
266,F,69,1989-07-19,Account Executive,Retail,Affluent Customer,False,18,2010,NSW,10,2017-03-10,True,True,Norco Bicycles,Road,medium,medium,543.39,407.54,2011-05-10 21:45:29.044122,28,6.0,135.84999999999997,297,4,2
266,F,69,1989-07-19,Account Executive,Retail,Affluent Customer,False,18,2010,NSW,10,2017-11-24,True,True,Solex,Standard,medium,medium,1151.96,649.49,1994-05-21 21:45:29.044122,28,23.0,502.47,38,4,2
266,F,69,1989-07-19,Account Executive,Retail,Affluent Customer,False,18,2010,NSW,10,2017-11-28,True,True,Norco Bicycles,Mountain,low,small,688.63,612.88,1988-03-19 21:45:29.044122,28,29.0,75.75,34,4,2
268,F,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,False,10,2752,NSW,9,2017-09-05,False,True,OHM Cycles,Standard,high,medium,2005.66,1203.4,2006-09-26 21:45:29.044122,39,11.0,802.26,118,4,2
268,F,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,False,10,2752,NSW,9,2017-01-22,False,True,Giant Bicycles,Standard,medium,large,1812.75,582.48,2004-11-22 21:45:29.044122,39,13.0,1230.27,344,4,2
268,F,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,False,10,2752,NSW,9,2017-08-08,False,True,WeareA2B,Standard,medium,medium,752.64,205.36,2010-01-17 21:45:29.044122,39,7.0,547.28,146,4,2
268,F,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,False,10,2752,NSW,9,2017-10-22,False,True,Trek Bicycles,Road,medium,medium,533.51,400.13,2006-11-20 21:45:29.044122,39,11.0,133.38,71,4,2
269,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,True,9,3802,VIC,7,2017-02-08,False,True,Solex,Standard,high,medium,748.17,448.9,1986-04-27 21:45:29.044122,63,31.0,299.27,327,5,3
269,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,True,9,3802,VIC,7,2017-07-15,False,True,Solex,Standard,medium,medium,1577.53,826.51,2004-11-22 21:45:29.044122,63,13.0,751.02,170,5,3
269,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,True,9,3802,VIC,7,2017-04-24,True,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2000-01-25 21:45:29.044122,63,17.0,448.67999999999995,252,5,3
269,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,True,9,3802,VIC,7,2017-06-04,False,True,WeareA2B,Standard,medium,small,1415.01,1259.36,1997-03-27 21:45:29.044122,63,20.0,155.6500000000001,211,5,3
269,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,True,9,3802,VIC,7,2017-05-12,False,True,OHM Cycles,Standard,low,medium,71.16,56.93,1987-12-09 21:45:29.044122,63,30.0,14.229999999999997,234,5,3
271,F,51,1991-02-13,Financial Advisor,Financial Services,Mass Customer,False,4,4735,QLD,2,2017-04-22,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,2000-01-25 21:45:29.044122,26,17.0,451.6500000000001,254,2,3
271,F,51,1991-02-13,Financial Advisor,Financial Services,Mass Customer,False,4,4735,QLD,2,2017-06-11,False,True,Solex,Standard,medium,medium,1163.89,589.27,2010-12-25 21:45:29.044122,26,7.0,574.6200000000001,204,2,3
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-05-02,False,True,OHM Cycles,Standard,high,medium,1458.17,874.9,1994-05-21 21:45:29.044122,30,23.0,583.2700000000001,244,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-02-07,True,True,OHM Cycles,Standard,medium,medium,183.86,137.9,2006-11-03 21:45:29.044122,30,11.0,45.96000000000001,328,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-03-24,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1999-03-16 21:45:29.044122,30,18.0,1702.5499999999997,283,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-09-30,True,True,Solex,Standard,medium,medium,100.35,75.26,2010-09-14 21:45:29.044122,30,7.0,25.08999999999999,93,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-08-14,False,True,WeareA2B,Standard,low,medium,642.31,513.85,2009-03-27 21:45:29.044122,30,8.0,128.45999999999992,140,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-03-26,False,True,Solex,Standard,medium,large,1061.56,733.58,2000-04-08 21:45:29.044122,30,17.0,327.9799999999999,281,7,1
272,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,True,1,2065,NSW,12,2017-05-19,False,True,WeareA2B,Standard,medium,medium,1807.45,778.69,2011-05-24 21:45:29.044122,30,6.0,1028.76,227,7,1
274,F,66,1976-09-15,Social Worker,Health,Mass Customer,True,14,3205,VIC,8,2017-07-30,False,True,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-07-28 21:45:29.044122,41,26.0,133.38,155,4,3
274,F,66,1976-09-15,Social Worker,Health,Mass Customer,True,14,3205,VIC,8,2017-03-27,True,True,Trek Bicycles,Mountain,low,medium,574.64,459.71,2005-10-01 21:45:29.044122,41,12.0,114.93,280,4,3
274,F,66,1976-09-15,Social Worker,Health,Mass Customer,True,14,3205,VIC,8,2017-08-03,False,True,Norco Bicycles,Standard,medium,medium,360.4,270.3,2000-11-06 21:45:29.044122,41,17.0,90.09999999999997,151,4,3
274,F,66,1976-09-15,Social Worker,Health,Mass Customer,True,14,3205,VIC,8,2017-02-10,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-10-01 21:45:29.044122,41,12.0,451.6500000000001,325,4,3
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-01-06,True,True,Solex,Standard,medium,medium,1483.2,99.59,1993-06-03 21:45:29.044122,62,24.0,1383.6100000000001,360,6,1
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-03-10,True,True,Norco Bicycles,Standard,high,small,1661.92,1479.11,1989-02-24 21:45:29.044122,62,28.0,182.81000000000017,297,6,1
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-04-24,True,True,WeareA2B,Road,low,small,1172.78,1043.77,1997-03-27 21:45:29.044122,62,20.0,129.01,252,6,1
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-05-24,False,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1987-11-11 21:45:29.044122,62,30.0,1230.3000000000002,222,6,1
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-08-20,True,True,Solex,Standard,medium,large,1061.56,733.58,1988-01-05 21:45:29.044122,62,29.0,327.9799999999999,134,6,1
275,M,7,1955-07-27,VP Sales,Health,High Net Worth,False,13,2165,NSW,4,2017-07-02,False,True,Trek Bicycles,Standard,medium,large,1469.44,596.55,2006-11-03 21:45:29.044122,62,11.0,872.8900000000001,183,6,1
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-05-03,True,True,Trek Bicycles,Standard,high,medium,495.72,297.43,2009-09-26 21:45:29.044122,36,8.0,198.29000000000002,243,6,2
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-01-30,True,True,OHM Cycles,Standard,high,medium,227.88,136.73,1997-07-25 21:45:29.044122,36,20.0,91.15,336,6,2
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-02-01,False,True,Giant Bicycles,Road,low,small,590.26,525.33,2005-04-22 21:45:29.044122,36,12.0,64.92999999999995,334,6,2
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-12-16,False,True,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1993-06-02 21:45:29.044122,36,24.0,817.36,16,6,2
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-05-17,True,True,WeareA2B,Standard,medium,medium,1292.84,13.44,2003-09-28 21:45:29.044122,36,14.0,1279.3999999999999,229,6,2
279,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,False,11,2036,NSW,11,2017-06-22,False,True,OHM Cycles,Road,high,large,12.01,7.21,2003-08-24 21:45:29.044122,36,14.0,4.8,193,6,2
281,F,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,True,8,2798,NSW,6,2017-06-28,False,True,Trek Bicycles,Road,medium,medium,290.62,215.14,1992-02-10 21:45:29.044122,45,25.0,75.48000000000002,187,4,2
281,F,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,True,8,2798,NSW,6,2017-01-02,True,True,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1987-10-06 21:45:29.044122,45,30.0,817.36,364,4,2
281,F,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,True,8,2798,NSW,6,2017-02-04,False,True,Giant Bicycles,Standard,medium,large,1812.75,582.48,2004-11-22 21:45:29.044122,45,13.0,1230.27,331,4,2
281,F,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,True,8,2798,NSW,6,2017-12-21,True,True,OHM Cycles,Standard,medium,medium,235.63,125.07,1992-02-10 21:45:29.044122,45,25.0,110.56,11,4,2
282,M,82,1989-10-27,VP Quality Control,Argiculture,High Net Worth,True,11,4211,QLD,5,2017-10-22,True,True,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2004-10-20 21:45:29.044122,28,13.0,152.54999999999995,71,2,2
282,M,82,1989-10-27,VP Quality Control,Argiculture,High Net Worth,True,11,4211,QLD,5,2017-03-20,False,True,Giant Bicycles,Standard,high,medium,1179.0,707.4,1992-02-10 21:45:29.044122,28,25.0,471.6,287,2,2
283,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,False,2,4508,QLD,6,2017-04-27,True,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,2002-09-04 21:45:29.044122,26,15.0,1702.5499999999997,249,5,1
283,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,False,2,4508,QLD,6,2017-09-30,True,True,WeareA2B,Standard,medium,medium,1292.84,13.44,2010-01-25 21:45:29.044122,26,7.0,1279.3999999999999,93,5,1
283,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,False,2,4508,QLD,6,2017-09-12,True,True,Norco Bicycles,Road,high,large,774.53,464.72,2006-11-20 21:45:29.044122,26,11.0,309.80999999999995,111,5,1
283,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,False,2,4508,QLD,6,2017-06-25,True,True,Norco Bicycles,Road,medium,large,1240.31,795.1,1995-04-21 21:45:29.044122,26,22.0,445.2099999999999,190,5,1
283,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,False,2,4508,QLD,6,2017-07-28,False,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,1997-06-22 21:45:29.044122,26,20.0,1055.82,157,5,1
284,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,True,9,2032,NSW,11,2017-07-29,True,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1986-01-20 21:45:29.044122,31,31.0,1230.3000000000002,156,5,3
284,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,True,9,2032,NSW,11,2017-04-15,False,True,Trek Bicycles,Road,medium,medium,533.51,400.13,1998-01-05 21:45:29.044122,31,19.0,133.38,261,5,3
284,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,True,9,2032,NSW,11,2017-08-19,True,True,OHM Cycles,Touring,low,medium,1073.07,933.84,1999-01-23 21:45:29.044122,31,18.0,139.2299999999999,135,5,3
284,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,True,9,2032,NSW,11,2017-04-19,False,True,Trek Bicycles,Standard,medium,large,2091.47,388.92,1986-04-24 21:45:29.044122,31,31.0,1702.5499999999997,257,5,3
284,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,True,9,2032,NSW,11,2017-03-13,True,True,OHM Cycles,Standard,medium,medium,183.86,137.9,1985-07-08 21:45:29.044122,31,32.0,45.96000000000001,294,5,3
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-01-09,True,True,Giant Bicycles,Road,medium,medium,792.9,594.68,1987-03-20 21:45:29.044122,40,30.0,198.22000000000003,357,6,2
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-04-06,True,True,Solex,Road,medium,small,1703.52,1516.13,2005-10-01 21:45:29.044122,40,12.0,187.38999999999987,270,6,2
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-12-23,False,True,Solex,Standard,medium,large,1071.23,380.74,1990-09-21 21:45:29.044122,40,27.0,690.49,9,6,2
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-08-30,True,True,OHM Cycles,Standard,high,medium,227.88,136.73,1997-07-25 21:45:29.044122,40,20.0,91.15,124,6,2
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-04-02,False,True,Solex,Standard,medium,medium,1151.96,649.49,1994-05-21 21:45:29.044122,40,23.0,502.47,274,6,2
285,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,False,12,2117,NSW,12,2017-03-19,False,True,Solex,Road,medium,large,1777.8,820.78,2005-10-22 21:45:29.044122,40,12.0,957.02,288,6,2
286,M,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,True,11,4551,QLD,7,2017-07-28,False,True,Giant Bicycles,Touring,medium,large,1873.97,863.95,1985-12-25 21:45:29.044122,28,32.0,1010.02,157,4,3
286,M,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,True,11,4551,QLD,7,2017-03-13,False,True,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1989-02-24 21:45:29.044122,28,28.0,152.54999999999995,294,4,3
286,M,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,True,11,4551,QLD,7,2017-08-15,True,False,Giant Bicycles,Standard,high,small,1977.36,1759.85,2009-12-02 21:45:29.044122,28,8.0,217.51,139,4,3
286,M,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,True,11,4551,QLD,7,2017-01-29,False,True,Solex,Standard,medium,medium,1163.89,589.27,1991-04-27 21:45:29.044122,28,26.0,574.6200000000001,337,4,3
287,F,41,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,False,4,2765,NSW,8,2017-08-14,True,False,Solex,Touring,medium,large,2083.94,675.03,2008-03-03 21:45:29.044122,32,9.0,1408.91,140,1,3
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-11-11,False,True,OHM Cycles,Standard,medium,medium,183.86,137.9,1992-03-21 21:45:29.044122,47,25.0,45.96000000000001,51,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-08-01,True,True,Giant Bicycles,Standard,high,medium,1129.13,677.48,2000-01-25 21:45:29.044122,47,17.0,451.6500000000001,153,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-09-28,True,True,Solex,Standard,medium,medium,478.16,298.72,1987-12-09 21:45:29.044122,47,30.0,179.44,95,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-10-28,False,True,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1998-02-24 21:45:29.044122,47,19.0,737.5699999999999,65,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-03-03,True,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1987-11-11 21:45:29.044122,47,30.0,1230.3000000000002,304,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-03-15,True,True,Giant Bicycles,Standard,medium,large,569.56,528.43,1998-02-25 21:45:29.044122,47,19.0,41.129999999999995,292,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-02-21,False,True,OHM Cycles,Road,medium,small,1810.0,1610.9,2002-09-04 21:45:29.044122,47,15.0,199.0999999999999,314,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-11-16,True,True,Norco Bicycles,Road,medium,medium,543.39,407.54,2011-05-10 21:45:29.044122,47,6.0,135.84999999999997,46,9,1
289,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,False,10,2023,NSW,9,2017-03-19,True,True,Trek Bicycles,Standard,low,medium,1057.51,154.4,1988-12-27 21:45:29.044122,47,29.0,903.11,288,9,1
291,F,63,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,False,4,3810,VIC,5,2017-11-20,True,True,Giant Bicycles,Standard,medium,medium,230.91,173.18,2001-04-27 21:45:29.044122,46,16.0,57.72999999999999,42,2,2
291,F,63,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,False,4,3810,VIC,5,2017-08-17,True,True,WeareA2B,Standard,medium,medium,752.64,205.36,2010-01-17 21:45:29.044122,46,7.0,547.28,137,2,2
293,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,True,20,2830,NSW,2,2017-12-08,True,True,Solex,Standard,medium,medium,71.49,53.62,2000-01-25 21:45:29.044122,28,17.0,17.869999999999997,24,5,2
293,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,True,20,2830,NSW,2,2017-05-06,True,True,Norco Bicycles,Standard,low,medium,958.74,748.9,2004-10-20 21:45:29.044122,28,13.0,209.84000000000003,240,5,2
293,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,True,20,2830,NSW,2,2017-12-20,True,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,1999-06-05 21:45:29.044122,28,18.0,1055.82,12,5,2
293,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,True,20,2830,NSW,2,2017-02-08,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1996-09-06 21:45:29.044122,28,21.0,133.7800000000002,327,5,2
293,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,True,20,2830,NSW,2,2017-10-15,True,True,Solex,Standard,medium,medium,1163.89,589.27,2000-05-24 21:45:29.044122,28,17.0,574.6200000000001,78,5,2
297,F,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,False,16,3810,VIC,7,2017-03-11,False,True,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1986-01-20 21:45:29.044122,58,31.0,133.7800000000002,296,4,2
297,F,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,False,16,3810,VIC,7,2017-02-12,False,True,OHM Cycles,Standard,low,medium,1793.43,248.82,1994-01-04 21:45:29.044122,58,23.0,1544.6100000000001,323,4,2
297,F,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,False,16,3810,VIC,7,2017-12-22,True,True,WeareA2B,Touring,medium,medium,1466.68,363.25,2008-08-18 21:45:29.044122,58,9.0,1103.43,10,4,2
297,F,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,False,16,3810,VIC,7,2017-06-16,False,True,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1993-06-02 21:45:29.044122,58,24.0,817.36,199,4,2
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-03-07,False,True,Solex,Road,medium,small,1703.52,1516.13,2005-10-01 21:45:29.044122,61,12.0,187.38999999999987,300,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-08-12,False,True,Trek Bicycles,Standard,high,medium,358.39,215.03,1998-07-03 21:45:29.044122,61,19.0,143.35999999999999,142,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-12-06,True,True,Giant Bicycles,Road,medium,medium,1538.99,829.65,2010-07-22 21:45:29.044122,61,7.0,709.34,26,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-07-27,False,True,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-04-08 21:45:29.044122,61,17.0,167.20999999999998,158,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-09-14,True,True,Solex,Standard,medium,medium,478.16,298.72,1987-12-09 21:45:29.044122,61,30.0,179.44,109,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-12-22,True,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-05-02 21:45:29.044122,61,6.0,448.67999999999995,10,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-06-05,True,True,Norco Bicycles,Road,medium,large,1240.31,795.1,2005-06-27 21:45:29.044122,61,12.0,445.2099999999999,210,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-08-27,False,True,WeareA2B,Touring,medium,large,1890.39,260.14,1985-07-08 21:45:29.044122,61,32.0,1630.25,127,9,1
298,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,False,9,3029,VIC,8,2017-12-19,False,True,Giant Bicycles,Standard,high,medium,1179.0,707.4,1992-02-10 21:45:29.044122,61,25.0,471.6,13,9,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-07-02,False,True,Trek Bicycles,Standard,low,medium,1057.51,154.4,2004-11-22 21:45:29.044122,61,13.0,903.11,183,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-03-14,False,True,Solex,Touring,medium,large,2083.94,675.03,1999-06-05 21:45:29.044122,61,18.0,1408.91,293,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-03-23,False,True,WeareA2B,Standard,medium,medium,1769.64,108.76,1987-09-28 21:45:29.044122,61,30.0,1660.88,284,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-09-06,False,True,Solex,Standard,medium,medium,478.16,298.72,2005-02-04 21:45:29.044122,61,12.0,179.44,117,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-07-26,False,True,Giant Bicycles,Standard,medium,large,1765.3,709.48,2010-01-25 21:45:29.044122,61,7.0,1055.82,159,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-02-03,False,True,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-12-08 21:45:29.044122,61,24.0,1230.3000000000002,332,7,1
299,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,True,7,2173,NSW,9,2017-09-29,True,True,Norco Bicycles,Standard,high,medium,1148.64,689.18,1992-02-10 21:45:29.044122,61,25.0,459.46000000000015,94,7,1
300,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,False,9,3199,VIC,9,2017-02-24,True,True,WeareA2B,Standard,medium,medium,1762.96,950.52,2009-01-12 21:45:29.044122,61,8.0,812.44,311,5,3
300,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,False,9,3199,VIC,9,2017-01-27,False,True,Norco Bicycles,Road,medium,medium,543.39,407.54,2011-05-10 21:45:29.044122,61,6.0,135.84999999999997,339,5,3
300,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,False,9,3199,VIC,9,2017-07-07,False,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-05-02 21:45:29.044122,61,6.0,448.67999999999995,178,5,3
300,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,False,9,3199,VIC,9,2017-04-29,False,True,WeareA2B,Touring,medium,large,1890.39,260.14,1985-07-08 21:45:29.044122,61,32.0,1630.25,247,5,3
300,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,False,9,3199,VIC,9,2017-07-27,True,True,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-05-02 21:45:29.044122,61,6.0,448.67999999999995,158,5,3
301,F,54,1980-10-10,Developer IV,Manufacturing,High Net Worth,False,19,2320,NSW,7,2017-06-22,True,True,Trek Bicycles,Road,medium,medium,290.62,215.14,1999-06-05 21:45:29.044122,37,18.0,75.48000000000002,193,2,3
301,F,54,1980-10-10,Developer IV,Manufacturing,High Net Worth,False,19,2320,NSW,7,2017-09-28,True,True,OHM Cycles,Standard,low,medium,71.16,56.93,2009-12-02 21:45:29.044122,37,8.0,14.229999999999997,95,2,3
303,F,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,True,14,2516,NSW,9,2017-11-17,True,True,WeareA2B,Standard,medium,medium,752.64,205.36,1994-01-10 21:45:29.044122,43,23.0,547.28,45,3,2
303,F,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,True,14,2516,NSW,9,2017-09-13,True,True,WeareA2B,Standard,medium,medium,1231.15,161.6,2010-12-25 21:45:29.044122,43,7.0,1069.5500000000002,110,3,2
303,F,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,True,14,2516,NSW,9,2017-04-06,False,True,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-03 21:45:29.044122,43,24.0,1630.25,270,3,2
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-10-11,False,True,WeareA2B,Standard,medium,small,1415.01,1259.36,1997-03-27 21:45:29.044122,48,20.0,155.6500000000001,82,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-08-12,False,True,Solex,Standard,medium,medium,71.49,53.62,2006-02-13 21:45:29.044122,48,11.0,17.869999999999997,142,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-05-15,True,True,OHM Cycles,Road,medium,medium,742.54,667.4,1998-01-20 21:45:29.044122,48,19.0,75.13999999999999,231,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-06-26,False,True,Giant Bicycles,Road,low,small,590.26,525.33,1997-02-15 21:45:29.044122,48,20.0,64.92999999999995,189,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-07-10,False,True,WeareA2B,Standard,medium,medium,1231.15,161.6,1991-04-27 21:45:29.044122,48,26.0,1069.5500000000002,175,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-03-22,False,True,WeareA2B,Standard,medium,medium,1065.03,230.09,1998-02-25 21:45:29.044122,48,19.0,834.9399999999999,285,9,1
304,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,True,15,2035,NSW,11,2017-03-07,False,True,OHM Cycles,Touring,low,medium,1073.07,933.84,1993-06-02 21:45:29.044122,48,24.0,139.2299999999999,300,9,1
